Интернет-клиент и мобильный банк для юридических лиц на платформе Interbank RS;;R-Style Softlab;127549, Москва, ул. Пришвина, 8;https://www.mcxac.ruNone;www.softlab.ru;sales@softlab.ru;+7(495)796-93-10
NORMACS 4.Х;Профессиональный инструмент для автоматизации работы с нормативно-технической документацией.;Нанософт;108811, г. Москва, Румянцево 22-й км Киевского ш., д. 4, стр. 1А, оф. 508А;https://www.mcxac.ruNone;www.nanocad.ru;nano@nanocad.ru;+7(495)645-86-26
Централизованное управление корпоративными мастер-данными на облачной платформе «Semantic MDM»;;SDI Research;127254, г. Москва, ул. Добролюбова, д. 3, стр. 1, Бизнес Центр «Бастион-​Капитал», оф. 414;https://www.mcxac.ruNone;sdi-solution.ru;info@sdi-solution.ru;+7(495)740-20-42
Технологии и продукты для снижения рисков информационной безопасности, защиты и анализа корпоративных данных для компаний, которые видят свое будущее цифровым;;InfoWatch;121357, г. Москва, ул. Верейская, д. 29, строение 134, 7 этаж;https://www.mcxac.ruNone;www.infowatch.ru;info@infowatch.ru;+7(495)229-00-22
Шлюз безопасности IDECO UTM;Современное решение, основанное на ядре Linux и включающее в себя множество модулей собственной разработки компании.;Ideco;Россия, г. Екатеринбург, ул. Кулибина 2 , офис 500;https://www.mcxac.ruNone;ideco.ru;info@ideco.ru;8(800)555-33-40
Цифровизация сельского хозяйства на примере АИС «Учет и мониторинг сельскохозяйственных земель Новосибирской области»;;Геокад;630034, Новосибирск, ул. Троллейная, д. 35;https://www.mcxac.ru/upload/iblock/c38/c385f20b1194f1245914997223671a6c.pdf;www.geocad.ru;info@geocad.ru;+7(383)352-13-33
Мониторинг и анализ эффективности производственно-финансовой деятельности сельскохозяйственной отрасли региона;;НПО «Криста»;109012, г. Москва, ул. Ильинка, д.4, Бизнес-центр «Капитал», офис 303;https://www.mcxac.ru/upload/iblock/bd3/bd38b5adaeade81f874b826d8369bdc0.pdf;www.krista.ru;info@krista.ru;8(800)200-20-73
«ТЕЗИС»;Система управления документами и задачами.;HAULMONT;443090, Россия, г. Самара, ул. Гастелло, д. 43a;https://www.mcxac.ruNone;www.haulmont.ru;info@haulmont.com;+7(846)273-94-87
CUBA.platform;Современная open source платформа для быстрого создания корпоративных информационных систем.;HAULMONT;443090, Россия, г. Самара, ул. Гастелло, д. 43a;https://www.mcxac.ruNone;www.haulmont.ru;info@haulmont.com;+7(846)273-94-87
BioTime 8;Биометрическая система учета рабочего времени и контроля доступа.;BioLink;125493, Москва, ул. Авангардная, д. 3, 5 этаж, офис 2407;https://www.mcxac.ru/upload/iblock/a2e/a2e23ee278e0e990c42eec2830cac913.pdf;www.biolink.ru;sales@biolink.ru;+7(499)281-69-35
DeviceLock DLP;Программный комплекс защиты от утечек данных с корпоративных компьютеров.;Смарт Лайн Инк;107023, г. Москва, Семеновская Малая ул, д.9, стр. 14Б;https://www.mcxac.ruNone;www.devicelock.com/ru;None;+7(495)647-99-37
PROMT Analyzer SDK;Точные и гибкие инструменты для обработки текстов и документов на естественных языках на основе уникальной технологии PROMT.;PROMT;199155, Санкт-Петербург, Уральская улица, д. 17, лит. Е, кор. 3;https://www.mcxac.ruNone;www.promt.ru;corporate@promt.ru;+7(812)655-03-50
Рутокен;Аппаратные и программные решения в области аутентификации, защиты информации и электронной подписи.;Компания «Актив»;115088, Москва, улица Шарикоподшипниковская, дом 1, Бизнес-центр «Прогресс-Плаза»;https://www.mcxac.ruNone;https://www.aktiv-company.ru;info@rutoken.ru;+7(495)925-77-90
BI-платформа;Аналитическая платформа для предприятий сельского хозяйства;Полиматика;127015, Москва, ул. Новодмитровская, д. 2, к. 1, БЦ «Савеловский Сити», Корпус Goodman, 2-ой этаж Телеф;https://www.mcxac.ru/upload/iblock/b3d/b3df94ec093ffc05e126799c593183f4.pdf;www.polymatica.ru;sales@polymatica.ru;+7(495)748-84-84
ORBISmap;Современная геоинформационная платформа для визуализации, хранения и управления пространственными данными в сети Интернет.;ORBIS;248001, г. Калуга, ул. Кирова 54а, 3 этаж;https://www.mcxac.ru/upload/iblock/c9e/c9e8f2c2233d7518f57b45bb337a8cfb.pdf;www.orbisystems.ru;info@orbisystems.ru;+7(495)509-69-56
CRM Мегаплан;Центр управления продажами.;Мегаплан;115162, г. Москва, ул. Шухова, д. 14, э. -1, пом. 25;https://www.mcxac.ruNone;www.megaplan.ru;info@megaplan.ru;8(800)555-56-37
Indeed Access Manager;Платформа для построения системы централизованного управления доступом пользователей к информационным ресурсам компании.;INDEED;121609, Россия, Москва, БЦ Крылатский, Осенний бульвар, дом 23, офис 312;https://www.mcxac.ruNone;indeed-id.ru;inbox@indeed-id.com;+7(495)640-06-09
Транспортные компьютеры;;AdvantiX;117279, Москва, ул. Профсоюзная, д. 108;https://www.mcxac.ruNone;www.advantix-pc.ru;info@advantix-pc.ru;+7(495)232-16-93
Электронный документооборот в грузоперевозках;;Synerdocs;426011, г. Ижевск, пер. Северный, д.61, оф. 904;https://www.mcxac.ruNone;www.synerdocs.ru;office@synerdocs.ru;8(800)234-09-16
Система электронного документооборота (ЭДО);Опыт внедрения в агрохолдинге «Кургансемена».;Synerdocs;426011, г. Ижевск, пер. Северный, д.61, оф. 904;https://www.mcxac.ru/upload/iblock/d64/d64e72c0dc9d69c1cbbbc0b31c241cad.PDF;www.synerdocs.ru;office@synerdocs.ru;8(800)234-09-16
Геоинформационная платформа NextGIS;;NextGIS;107078, г. Москва, ул. Новая Басманная, д. 23Б, стр. 20, офис 201;https://www.mcxac.ru/upload/iblock/108/108ad065ef73616981c057b798dcb180.pdf;nextgis.ru;info@nextgis.com;+7(968)730-52-52
«Парус - Управление имуществом»;Построение эффективной системы управления имуществом.;Парус;Москва, ул. Ярославская, д.10, корп.4;https://www.mcxac.ru/upload/iblock/c50/c50daf477be5cde266e9234f1195ff57.pdf;parus.com;office@parus.com;+7(495)617-42-22
Программный комплекс «Terra.Геодезия»;Обработка геодезических измерений,создание цифровых топографических планов, создание и ведение геоинформационных систем.;Производственный кооператив «ГЕО»;248018, г. Калуга, ул. Константиновых, 7а, корпус №2;https://www.mcxac.ru/upload/iblock/26f/26f54296a9a1b32f90c903635abfecd1.pdf;www.geo.su;pr@geo.su;+7(4842)53-61-00
Alpha BI;Платформа бизнес-аналитики, позволяющая быстро принимать управленческие решения, получая полезные сведения на основе проанализированных данных.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(800)500-01-91
«БАРС. Бюджет Зарплата и Кадры»;Система кадрового учёта сотрудников, оптимизации и планирования кадровой структуры, а также расчёта заработной платы.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(800)500-01-91
«БАРС. Бюджет - Планирование»;Комплекс программных и технических средств, предназначенных для перевода в цифровой формат процесса сбора данных бюджето-получателей.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(800)500-01-91
«Информационно-аналитическая система управления закупочной деятельностью»;Автоматизация полного цикла закупочной деятельности.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(800)500-01-91
«Управление проектами»;Система, обеспечивающая проектную деятельность на всех этапах жизненного цикла проекта.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(800)500-01-91
«Облачные системы бухгалтерского учета»;Сиситема централизованного ведения бухгалтерского учета.;БАРС Груп;115054, г. Москва, ул. Дубининская, 57, ст. 2;https://www.mcxac.ruNone;bars.group;bars@bars.group;8(8000500-01-91
Гарда Монитор;Программно-аппартный комплекс для выявления и расследования сетевых инцидентов.;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7(495)540-05-27
Гарда Предприятие;Система для защиты от утечек информации и выявления потенциальных угроз информационной безопасности.;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
Гарда БД;Аппаратно-программный комплекс по обеспечению безопасности СУБД и аудита операций с базами данных.;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
«ЦФТ-Корпорация»;Автоматизация централизованного финансового управления.;Центр Финансовых Технологий;125284, г. Москва,​​​​​ Ленинградский пр-т, 31А стр.1, БЦ «Монарх», 17 этаж;https://www.mcxac.ruNone;www.cft.ru;Moscow@cft.ru;+7(495)780-50-12
Единая цифровая платформа-экосистема для повышения эффективности и прозрачности всех процессов для компаний АПК;;ИНЛАЙН ГРУП;125284, г. Москва, Хорошёвское ш., д. 38, корп.1, 3 этаж, пом.1, ком. 35;https://www.mcxac.ru/upload/iblock/809/8090b9dc60b25e753cb7af8cbbb9482e.pdf;inlinegroup.ru;info@inlinegroup.ru;+7(495)787-59-40
StaffCop Enterprise;Программный комплекс для контроля информации, действий пользователей и системных событий на рабочих компьютерах.;Атом Безопасность;630090, г. Новосибирск, проспект Академика Коптюга, д. 4;https://www.mcxac.ruNone;www.staffcop.ru;sales@staffcop.ru;+7(499)653-71-52
«Цифровое предприятие»;Отечественный комплекс информационных систем в защищенном исполнении, решающий задачи по управлению жищзненным циклом и ресурсами предприятия.;ВНИИЭФ;607188, Нижегородская обл., г. Саров, пр. Мира, 37;https://www.mcxac.ru/upload/iblock/f49/f493206322426447fe385bf872b41ee3.pdf;www.vniief.ru;staff@vniief.ru;+7(83130)2-48-02
Гарда Аналитика;П построения комплексных систем информационной безопасности.;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5;https://www.mcxac.ru/upload/iblock/a17/a17a8215c88c2715853a9d892501c216.pdf;https://gardatech.ru;info@gardatech.ru;+7(495)540-05-27
Система электронного документооборота «Дело»;Решение для работы с документами.;Электронные Офисные Системы;107113, г. Москва, ул. Шумкина, д. 20 стр.1;https://www.mcxac.ruNone;www.eos.ru;partners@eos.ru;+7(495)737-99-91
«БФТ.е-Архив»;Экосистема хранения и анализа данных.;Бюджетные и финансовые технологии;127018, г. Москва, ул. Складочная, д.3, стр.1;https://www.mcxac.ruNone;https://bftcom.com;ineed@bftcom.com;+7(495)784-70-00
Строительство слаботочной инфраструктуры;;BELTEL;111250, Москва, проезд завода «Серп и Молот», д. 6, к. 1;https://www.mcxac.ruNone;https://www.beltel.ru;info@beltel.ru;+7(495)981-00-44
Оптимизация технологического процесса;Аналитика накопленных данных о протекании технологического процесса.;BELTEL;111250, Москва, проезд завода «Серп и Молот», д. 6, к. 1;https://www.mcxac.ruNone;https://www.beltel.ru;info@beltel.ru;+7(495)981-00-44
Интернет-платформа для коммуникации в сельскохозяйственной сфере;;Direct.Farm;350033, г. Краснодар, улица Ставропольская дом 45;https://www.mcxac.ru/upload/iblock/801/8011d6b8607e20663d387bc137aa9ad9.pdf;www.direct.farm;info@direct.farm;8(800)333-89-20
Информационное моделирование на базе технологии easyBIM;;РТЛабс;108811, г. Москва, 22 км. Киевского шоссе, д. 6 стр. 1;https://www.mcxac.ru/upload/iblock/21b/21bea385fb6609473cfcb5ea07d3b35e.pdf;https://www.rtlabs.ru;info@rtlabs.ru;+7(495)122-23-33
Directum RX;Интеллектуальная система управления цифровыми процессами и документами.;Directum;115432, г. Москва, проспект Андропова, д. 18, корп.7, 5 этаж, офис 13;https://www.mcxac.ru/upload/iblock/474/47468cb0b04e3db115e4170558369262.PDF;www.directum.ru;office@directum.ru;+7(499)277-15-60
"Акционерное общество  ""Республиканский информационно-вычислительный центр""";Цифровизация АПК, сбор аналитических показателей, разработка программного обеспечения, маркетинг;"АО ""РИВЦ""";420014, г. Казань, ул. Федосеевская д.36;https://www.mcxac.ru/upload/iblock/0b7/0b7ae0ccde31b85472056442e350dad3.pdf;www.rivts.ru;Danis.Sayfutdinov@tatar.ru;8 (800) 550-24-41
Сервисы для сельского хозяйства;;ExactFarming;143026, г. Москва, территория инновационного центра  «Сколково», Большой бул., д. 42,  стр. 1;https://www.mcxac.ru/upload/iblock/01b/01b8b09d1a868864ee3dd23d8dee7e64.pdf;www.exactfarming.com;support@exactfarming.com;+7(499)346-64-38
«Агрософт: Весовая»;Сервис для автоматизации учета взвешиваний в сельском хозяйстве.;"ООО ""АгроСофт""";353730, Краснодарский край, ст-ца Каневская, ул. Нестеренко 110а;https://www.mcxac.ru/upload/iblock/c65/c653413e144f74678b322369d13c2ff8.pdf;www.agrosoft.ru;ipyatina@agrosoft.ru;+7(495)215-51-74
AC «REGAGRO»: Пасека;Мобильное приложение для пчеловодов, автоматически предупреждающее об обработке полей агрохимикатами.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/1e8/1e8bed858a6385f5608eb66a2c39b18c.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
«Молочная ферма»;Мобильное приложение - система управления молочным стадом.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/12e/12eaa55567ea99bdbdad7c7c31867db1.pdf;www.1fmilk.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: КПК Ветврач;Мобильное приложение для основных рабочих операций ветеринарного врача в полевых условиях.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/279/279d570e1a74b2b0a71b541378e32507.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: Аналитика;Бесплатный программный комплекс для анализа эпизоотической ситуации в субъектах РФ.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/3c5/3c56692bd677f0efead5f92cd084bf95.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: Отчетность;Программный компонент для автоматизации отчетности районных предприятий государственной ветеринарной службы.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/e57/e57729dcf36d5e285fb896525259e027.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: Лаборатория ветеринарно-санитарной экспертизы;Программный компонент для лабораторий ветеринарно-санитарной экспертизы на рынках и убойных пунктах.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/d9a/d9afab6c749f415b207a567c901c5d60.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: Эпизоотология;Программный комплекс по мониторингу эпизоотической ситуации и карантинных мер.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/15f/15fca88703d94c9a23d3486900ab2bb3.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
AC «REGAGRO»: Регистрация;Программный компонент для учета и регистрации сельскохозяйственных животных.;REGAGRO;143026,  г. Москва территория Инновационного центра «Сколково», ул.Нобеля, 7, 3/50/3;https://www.mcxac.ru/upload/iblock/22d/22df509e0f32c7cdc6c5d65bd19fab61.pdf;www.regagro.ru;direct@regagro.ru;+7(985)001-98-85
Агрокомплекс 3.0;Программное решение для планирования, оперативного и бухгалтерского учета на сельскохозяйственных и перерабатывающих предприятиях.;"ООО ""АдептИС""";394026, г. Воронеж, пр-т Труда, д. 111;https://www.mcxac.ru/upload/iblock/33b/33beb4a142319d7dcb22c70df1815e83.pdf;www.adeptis.ru;root@adeptis.ru;+7(473)207-03-47
PYLOT;Информационно-аналитическая платформа осуществляющая контроль и направленная на повышение эффективности тепличного производства.;PYLOT;101000, г. Москва, ул. Мясницкая, д.13, стр. 18;https://www.mcxac.ru/upload/iblock/188/188909651516ab7fa0af28ab4903e640.pdf;www.pylot.nl/ru;info@pylot.nl;+7(965)126-59-08
Hecterra;Приложение для агросектора, позволяющее отслеживать ход полевых работ на основе телематических данных.;Gurtam;111141, г. Москва, Зеленый пр-т, 5/12-149А;https://www.mcxac.ru/upload/iblock/ec7/ec74e62d1e414bc3095af0c3d82335dc.pdf;www.gurtam.com/ru;info@gurtam.com;+7(495)369-00-60
Direktiva.ai: Санитария;Система видеоаналитики гигиены рук.;Connectome.ai;127055, г. Москва, ул. Новослободская, д. 45, корп. В;https://www.mcxac.ru/upload/iblock/bca/bca6be2cc1ee5fe06406a3f5310bc8be.pdf;connectome.ai;info@connectome.ai;+7(495)369-01-95
Direktiva Tracking;Программное обеспечение для автоматического отслеживания работы персонала в птичниках и сбора статистики по выполнению регламента в производственных помещениях;Connectome.ai;127055, г. Москва, ул. Новослободская, д. 45, корп. В;https://www.mcxac.ru/upload/iblock/a63/a636c923c37d3de617b3d27c7dc15fec.pdf;connectome.ai;info@connectome.ai;+7(495)369-01-95
Animal Care:Calving;Система мониторинга рождения телят.;Connectome.ai;127055, г. Москва, ул. Новослободская, д. 45, корп. В;https://www.mcxac.ru/upload/iblock/c87/c872e8135f5765168932e131efa3a364.pdf;connectome.ai;info@connectome.ai;+7(495)369-01-95
