«КОМРАД»;система централизованного управления событиями информационной безопасности;"НПО ""ЭШЕЛОН""";107023, г. Москва, ул. Электрозаводская, д. 24;https://www.mcxac.ru/upload/iblock/013/013a41314fa805fd51f6d87ddfdef88d.pdf;npo-echelon.ru/;partners@npo-echelon.ru;+7 (495) 223-23-92
FIXAR;комплексное решение для сельского хозяйства;FIXAR;"192148, Санкт-Петербург, ул. Ольги Берггольц, д. 40, территория завода ""Патриот""";https://www.mcxac.ru/upload/iblock/4fc/4fc7c4d3191c0e26f3910994e75eb42f.pdf;fixar.pro;info@fixar.pro;+7(812)677-14-35
Облачные решения CLOUD4Y;;Cloud4Y;125493, г. Москва, ул. Авангардная, д.3;https://www.mcxac.ruNone;www.cloud4y.ru;support_line50@cloud4y.ru;+7(495)268-04-12
Zecurion DLP (Data Loss Prevention);защита конфиденциальной коммерческой информации от утечек;Zecurion;129164, г. Москва, Ракетный бульвар, 16;https://www.mcxac.ruNone;www.zecurion.ru;info@zecurion.com;+7(495)221-21-60
Размещение оборудования в дата-центре;;Linxdatacenter;127083, Россия, г. Москва, ул. 8 Марта, д. 14, БЦ «Кулон»;https://www.mcxac.ruNone;ru.linxdatacenter.com;info@linxdatacenter.com;+7(495)369-05-94
Пакет офисного ПО;;МойОфис;125009, Москва, Большой Гнездниковский переулок, д. 1, строение 2;https://www.mcxac.ruNone;myoffice.ru;contact@ncloudtech.ru;8-800-222-1-888
Инженерное программное обеспечение APM;;Научно-технический центр «АПМ»;141070, Московская область, г. Королев, Октябрьский бульвар, д. 14, офис №6;https://www.mcxac.ruNone;apm.ru;com@apm.ru;+7(495)120-58-10
Технологии и продукты для снижения рисков информационной безопасности, защиты и анализа корпоративных данных;;InfoWatch;121357, г. Москва, ул. Верейская, д. 29, строение 134, 7 этаж;https://www.mcxac.ru/upload/iblock/78f/78f578361d65870ccff3482019153b15.pdf;www.infowatch.ru;info@infowatch.ru;+7(495)229-00-22
ORBISmap;современная геоинформационная платформа для визуализации, хранения и управления пространственными данными в сети Интернет;ORBIS;248001, г. Калуга, ул. Кирова 54а, 3 этаж;https://www.mcxac.ru/upload/iblock/508/508b30804a05275e302313da6db57a28.pdf;www.orbisystems.ru;info@orbisystems.ru;+7 (495) 509-69-56
CRM Мегаплан;центр управления продажами;Мегаплан;115162, г. Москва, ул. Шухова, д. 14, э. -1, пом. 25;https://www.mcxac.ruNone;www.megaplan.ru;info@megaplan.ru;8 800 555-56-37
Транспортные компьютеры;;AdvantiX;117279, Москва, ул. Профсоюзная, д. 108;https://www.mcxac.ruNone;www.advantix-pc.ru;info@advantix-pc.ru;+7(495)232-16-93
Электронный документооборот в грузоперевозках;;Synerdocs;426011, г. Ижевск, пер. Северный, д.61, оф. 904;https://www.mcxac.ruNone;www.synerdocs.ru;office@synerdocs.ru;8 800 234-09-16
Система электронного документооборота (ЭДО);;Synerdocs;426011, г. Ижевск, пер. Северный, д.61, оф. 904;https://www.mcxac.ru/upload/iblock/c6c/c6c08c42b0af48593d846d940712a338.pdf;www.synerdocs.ru;office@synerdocs.ru;8 800 234-09-16
Геоинформационная платформа NextGIS;;NextGIS;107078, г. Москва, ул. Новая Басманная, д. 23Б, стр. 20, офис 201;https://www.mcxac.ru/upload/iblock/275/275f3f2ad6dbb05f652ee530f765ceac.pdf;nextgis.ru;info@nextgis.com;+7(968)730-52-52
Гарда Монитор;программно-аппартный комплекс для выявления и расследования сетевых инцидентов;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5,;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
Гарда Предприятие;система для защиты от утечек информации и выявления потенциальных угроз информационной безопасности;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5,;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
Гарда БД;аппаратно-программный комплекс по обеспечению безопасности СУБД и аудита операций с базами данных;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5,;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
ТУРБО;Платформа для разработки бизнес приложений и сервисов различной сложности;"ГК ""ЛАНИТ""";129075, г. Москва, Мурманский проезд, д. 14, к. 1;https://www.mcxac.ruNone;www.lanit.ru;lanit@lanit.ru;+7(495)967-66-50
Единый Фермерский портал как электронная торговая площадка;;CorpSoft24;123658, г. Москва, ул. Ленина, д.67;https://www.mcxac.ru/upload/iblock/c83/c83d40acd1dd4ffc9d4d8b7d6ae0af1e.pdf;www.farms4.ru;it1@corpsoft24.ru;8 800 777 77 77
Контур.Меркурий;Решения для отчетности в Россельхознадзор;СКБ Контур;127018, Москва, ул. Сущевский Вал, 18, этаж 10;https://www.mcxac.ru/upload/iblock/248/2481ee63ddf917dadd56451baa7d0c8c.pdf;kontur.ru;info@kontur.ru;8 800 500-50-80
Программно-аппаратный комплекс «РусГИС»;Цифровая платформа для решения комплексных задач;Ростелеком;115172, Москва, ул. Гончарная, д. 30, стр 1.;https://www.mcxac.ru/upload/iblock/fc0/fc0618d07c1c806dcfae9c14aaf4f0bf.pdf;moscow.rt.ru;rostelecom@rt.ru;+7 (499) 999-82-83
Модернизация имеющейся ИТ;Инфраструктуры в соответствии с инновационными техническими достижениями.;;127055, г. Москва, ул. Сущёвская, д.27, стр.2, ЭТ/ПОМ/КОМ 3/III/4;https://www.mcxac.ruNone;stcd.ru;global@stcd.ru;+7 (495) 269-19-57
Высокоточные технологии на базе RTK станций;;Topcon;107023, г. Москва, ул. Малая Семеновская,  д.9, с.6;https://www.mcxac.ru/upload/iblock/379/379804e0bfc0b1c9aea7770df461b25b.pdf;agro.topcon.pro;agro@topcon.pro;+7 (495) 126-07-57
АВЕРС: Управление лесным фондом ПРОФ;Информационная система комплексной автоматизации деятельности в области лесных отношений.;Аверс информ;453505, Респ. Башкортостан, г. Белорецк, ул. 50 лет Октября, 55/1;https://www.mcxac.ru/upload/iblock/54e/54e289451a4705fae44e037bb34736e2.pdf;www.aversit.ru;32020@aversit.ru;+7 (34792) 3-20-20
АгроМон;Веб-сервис для управления растениеводческим предприятием.;АгроМон;;https://www.mcxac.ru/upload/iblock/173/1737b425b66996c901f1d52e655a959d.pdf;agromon.ru;ep@agromon.ru;+7 (915) 000-64-98
Гарда Аналитика;платформа построения комплексных систем информационной безопасности;Гарда Технологии;119607, г. Москва, Мичуринский пр-т, д.27 стр.5,;https://www.mcxac.ruNone;gardatech.ru;info@gardatech.ru;+7 (495) 540-05-27
TDMS;специализированное программное обеспечение, ориентированное для использования на предприятиях, ведущих проектную, конструкторскую и изыскательскую деятельность;Нанософт;108811, г. Москва, Румянцево 22-й км Киевского ш., д. 4, стр. 1А, оф. 508А;https://www.mcxac.ruNone;www.nanocad.ru;nano@nanocad.ru;+7(495)645-86-26
nanoCAD Plus;российская САПР-платформа, содержащая все необходимые инструменты базового проектирования;Нанософт;108811, г. Москва, Румянцево 22-й км Киевского ш., д. 4, стр. 1А, оф. 508А;https://www.mcxac.ruNone;www.nanocad.ru;nano@nanocad.ru;+7(495)645-86-26
NORMACS 4.Х;профессиональный инструмент для автоматизации работы с нормативно-технической документацией;Нанософт;108811, г. Москва, Румянцево 22-й км Киевского ш., д. 4, стр. 1А, оф. 508А;https://www.mcxac.ruNone;www.nanocad.ru;nano@nanocad.ru;+7(495)645-86-26
Agrokeep;Интеллектуальная система прогнозирования и мониторинга условий возделывания сельскохозяйственных культур.;АКРОН;123610, Москва, Краснопресненская набережная, д. 12;https://www.mcxac.ru/upload/iblock/312/312563192bb472b4fe54d2d345c3e4e3.pdf;www.acron.ru;info@acron.ru;+7(495)745-77-45
Интеллектуальный ТОиР;управление ремонтами и обслуживанием оборудования;"МДТ ""ЦИФРА""";119019, Москва, Малый Афанасьевский пер., д. 7, офис 607;https://www.mcxac.ruNone;mdtcifra.ru;info@mdtcifra.ru;+7(495)626-31-61
Центр управления агропромышленным комплексом;;МегаФон;127006, г. Москва, Оружейный переулок, д. 41, офис 517;https://www.mcxac.ru/upload/iblock/7b5/7b56a9ca296be68e6e57b484af4aa9d4.PDF;https://corp.megafon.ru;info@megafon.ru;+7(495)504-50-20
Цифровая экосистема сельского хозяйства;;Ростелеком;115172, Москва, ул. Гончарная, д. 30, стр 1.;https://www.mcxac.ru/upload/iblock/a60/a60183a57a64d55950b21b406417750a.pdf;moscow.rt.ru;rostelecom@rt.ru;+7(499)999-82-83
Контроль движения урожая;Система позволяющая проследить за движением готовой продукции на каждом этапе производственного процесса;Ростелеком;115172, Москва, ул. Гончарная, д. 30, стр 1.;https://www.mcxac.ru/upload/iblock/76a/76aeccc35646830d7747e2e0fa317604.pdf;moscow.rt.ru;rostelecom@rt.ru;+7(499)999-82-83
RFID Ушные бирки (UHF-формат);Технология бесконтактного обмена данными, применяемая для автоматической идентификации и учета объектов.;Силтэк;101000, Москва, ул. Мясницкая 36/3, стр.2;https://www.mcxac.ru/upload/iblock/8fa/8fafca8f0d619da6a3b8e2fd01165b97.pdf;www.siltech.ru;info@siltech.ru;+7(495)995-82-30
Организация производства радиоэлектронных комплексов мониторинга статуса крупного рогатого скота;;РУТЕХ;Москва, Лихоборская наб., д. 8, строение 2, офис 24;https://www.mcxac.ru/upload/iblock/cdb/cdbc56123c4cf712e13fc8d10ef5e4e0.pdf;rutekh.ru;info@rutekh.ru;+7(495)419-01-70
ГлоНАШ;Российское навигационное оборудование для точного земледелия.;АГРОштурман;125167, Москва, ул. Красноармейская, д11, к1;https://www.mcxac.ru/upload/iblock/95f/95f74052fc46757a5a63f2edbc4bbe89.pdf;www.agrosturman.ru;info@agrosturman.ru;+7(495)664-22-06
Удаленный контроль параметров почвы на основе IoT;Система определения характеристик, основанная на применении почвенных датчиков.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/c61/c612ee0f2aebd0403fca65e252a148e2.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Мониторинг и аналитика сельхозугодий на основе IoT;Решение, позволяющее следить за состоянием посевов на разных стадиях.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/094/094428fa0cad0088849b7cac08781ff6.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Технология IoT для мясного животноводства;;КРОК;111033, Москва, ул. Волочаевская, д. 5, корп. 1;https://www.mcxac.ru/upload/iblock/01a/01a864f19b0a8fef5af8ed0e1219ba73.pdf;www.croc.ru;info@croc.ru;+7(495)974-22-74
Цифровой контролёр;Система оперативного управления работами.;САТЕЛ;105082, Москва, Балакиревский пер, 21;https://www.mcxac.ru/upload/iblock/3b0/3b0e16b13d037f3e524fc25bfed8d63f.pdf;www.satel.org;office@satel.org;+7(495)785-88-77
Яндекс.Маршрутизация;Автоматическое построение марштрутов и онлайн-контроль их выполнения.;Яндекс;119021, г. Москва, Зубовский бульвар, д. 17, стр. 1;https://www.mcxac.ru/upload/iblock/6ba/6ba09cb5fa44995be36cb7224fef8994.pdf;yandex.ru/company;pr@yandex-team.ru;+7(495)739-70-00
Управление производственными активами на основе IoT и ГЛОНАСС;Интегрированные системы контроля и учета в сельском хозяйстве.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/a7a/a7a9b3ab97adf1d9f0b9fc79c2784506.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Беспилотная сельхозтехника;Позволяющая качественно выполнять ряд координатных полевых работ: от посадки до сбора урожая.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/aeb/aeb7b360cc3e578d96344ac9343115d3.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
«Умные» теплицы;Теплицы c автоматическим контролированием агроклиматических параметров.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/72b/72bc4b549ef8530108b6ad1faf8cfa4b.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Автоматизация хранилищ на основе IoT;Сиситема контроля параметров помещения, оценка и прогноз изменений их состояния под воздействием различных факторов.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ru/upload/iblock/876/8761a6d070e4d4385acfc1e4ef56311c.pdf;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Управление складской и транспортной логистикой;;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ruNone;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Управление цепочками поставок;Организация, планирование, контроль и регулирование товарного потока.;Группа компаний «Техносерв»;111395, Москва, ул. Юности, д. 13;https://www.mcxac.ruNone;https://technoserv.com;tsas@technoserv.com;+7(495)790-79-79
Model Studio CS на базе nanoCAD;Комплексная система трехмерного проектирования.;Нанософт;108811, г. Москва, Румянцево 22-й км Киевского ш., д. 4, стр. 1А, оф. 508А;https://www.mcxac.ruNone;www.nanocad.ru;nano@nanocad.ru;+7(495)645-86-26
DIGITAL AGRO;Цифровая трансформация сельского хозяйства.;DIGITAL AGRO;123112, Москва, Пресненская набережная, д. 6 стр. 2, помещение 101;https://www.mcxac.ru/upload/iblock/2cd/2cdb98da014d17e47e9b4982f93f85b2.pdf;digitalagro.ru;info@digitalagro.ru;+7(499)577-04-62
Мониторинг цикла производства и поставок рыбной продукции;;ICL Services;422616, Лаишевский район РТ, п. Усады, ул. Дорожная, 42 - Особая экономическая зона «Иннополис»;https://www.mcxac.ru/upload/iblock/f24/f24c522c29b2fe21666653299bae8f12.pdf;icl-services.com;pr@icl-services.com;+7(495)266-41-61
Цифровое сельское хозяйство на платформе решений SAP для агробизнеса;;TerraLink;115088, Москва, 2-й Южнопортовый проезд, 33 строение 1;https://www.mcxac.ru/upload/iblock/dd2/dd27a610a28fec83cff81da17b1cf653.pdf;terralink.ru;info@terralink.ru;+7(495)721-17-21
1С:Цифровое животноводство.;Оперативный учет и управление производством. КРС;Фирма «1С»;;https://www.mcxac.ru/upload/iblock/00b/00b7614805a4658c274402a16c90144e.pdf;1c.ru;sales@1c.ru;+7(495)688-10-01
Информационное моделирование на базе технологии easyBIM;Порядок в освоении госинвестиций и технологическая модернизация отрасли.;РТЛабс;108811, г. Москва, 22 км. Киевского шоссе, д. 6 стр. 1;https://www.mcxac.ruNone;https://www.rtlabs.ru;info@rtlabs.ru;+7(495)122-23-33
Kaspersky Industrial CyberSecurity;Набор технологий и сервисов для защиты промышленных систем всех уровней;Лаборатория Касперского;125212,Москва, Ленинградское шоссе, д.39А, стр.2, БЦ «Олимпия Парк»;https://www.mcxac.ru/upload/iblock/457/457cf55f62a5b517a173b507784ad6ba.pdf;ics.kaspersky.ru;info@kaspersky.com;+7(495)797-8700
ANT (AgroNetworkTechnology);Система управления сельскохозяйственным производством;Компания АНТ;;https://www.mcxac.ru/upload/iblock/e1c/e1c8b953170d9c9e551c31d849f02d6a.pdf;ant-company.ru;team@ant.services;8(800)551-36-07
ViPNet;Интегрированный набор продуктов, ориентированных на решение задач информационной безопасности при коммуникациях через сети общего пользования и выделенные каналы связи.;Infotex;127287, Москва, Старый Петровско-Разумовский пр-д, 1/23, стр. 1;https://www.mcxac.ruNone;www.infotecs.ru;soft@infotecs.ru;+7(495)737-61-92
Точное земледелие;Сценарии применения технологий ЯндексОблако в сельском хозяйстве.;Яндекс;119021, г. Москва, Зубовский бульвар, д. 17, стр. 1;https://www.mcxac.ru/upload/iblock/e61/e61637c1ea8fdb6e8d80c0793f5f3f4b.pdf;cloud.yandex.ru;pr@yandex-team.ru;+7(495)739-70-00
СкайСкаут;Единая система для управления агрослужбой.;ИнтТерра;123112, г. Москва, Пресненская набережная, дом 12, этаж 45, пом.№3;https://www.mcxac.ru/upload/iblock/341/341506af3d1950376690552376e1ef59.pdf;www.intterra.ru;hello@intterra.ru;8(800)700-92-80
VPS (Virtual Private Server);Виртуальный хостинг сайтов для бизнеса с обслуживанием.;Rusonyx;125124, Москва, ул. Ямского поля 5-я, дом 9, Помещение II, 2 этаж, комната №19;https://www.mcxac.ruNone;www.rusonyx.ru;managers@rusonyx.ru;+7(495)248-19-01
Dairy Production Analytics;Цифровой двойник молочного производства.;АЛАН-ИТ;150054 г. Ярославль, ул. Чехова, д. 2;https://www.mcxac.ru/upload/iblock/9f6/9f65043ead44cdf5919759cd236c2a16.pdf;www.alan-it.ru/wkpages/default.aspx;info@alan-it.ru;+7(4852)37-03-03
Платформа ОПТИМУМ для разработки и эксплуатации мобильных и IoT/IIoT/EoT сервисов;;Группа компаний СиДиСи;111141, г. Москва, ул. Кусковская, Бизнес-центр «Кусково», 20а;https://www.mcxac.ruNone;cdc.ru;mail@cdc.ru;+7(495)956-13-25
ExactFarming;Онлайн-сервис планирования сельхозопераций и повышения эффективности агробизнеса.;ExactFarming;143026, г. Москва, территория инновационного центра  «Сколково», Большой бул., д. 42,  стр. 1;https://www.mcxac.ru/upload/iblock/f26/f267bb00f540126ca9a991e1b0feacf5.pdf;www.exactfarming.com;support@exactfarming.com;+7(499)346-64-38
Платформа «Зодиак»;Многомодульная структура, позволяющая собирать, обрабатывать и хранить информацию о контролируемых объектах.;РКСС-Программные системы;105005, Москва, ул. Бауманская, д.16, стр.1;https://www.mcxac.ruNone;www.pkcc-ps.ru;info@pkcc-ps.ru;+7(495)380-10-33
Решения АКВАРИУС для цифрового сельского хозяйства;Планшеты для мобильной работы в полевых условиях, российские продукты для построения цифровой инфраструктуры.;Aquarius;108811, г. Москва, Румянцево, Киевское ш. 6, стр.1, БЦ «Комсити»;https://www.mcxac.ru/upload/iblock/daf/dafb3ffbf57a56a5126ac8e01c9b90a8.pdf;www.aq.ru;question@aq.ru;+7(495)729-51-50
Мониторинг состояния сельскохозяйственных земель;Платформа промышленного интернета вещей и инструментов анализа для агрохолдингов.;Научно-исследовательский институт «Восход»;119607, г. Москва, ул. Удальцова, д.85;https://www.mcxac.ru/upload/iblock/c54/c54ad1e2e685010055d08c1d8560361b.pdf;voskhod.ru;info@voskhod.ru;+7(495)981-88-99
Решения для мониторинга промышленного оборудования;;;111141, г. Москва, ул. Кусковская, Бизнес-центр «Кусково», 20а;https://www.mcxac.ruNone;cdc.ru/solutions/optimum_platform;mail@cdc.ru;+7(495)956-13-25
None;None;None;None;https://www.mcxac.ruNone;None;None;None
Система «Агросигнал». Управление;Комплексная цифровая платформа для управления агробизнесом.;ИнфоБиС;410017, Саратовская область, г. Саратов, ул. Шелковичная, дом 11/15, эт. 6;https://www.mcxac.ru/upload/iblock/e45/e454da844683ff3ec08987ab794444ad.pdf;infobis.ru;agrosignal@infobis.ru;8(800)234-07-44
«История поля»;Облачный сервис для управления сельскохозяйственным предприятием.;Геомир;141006, Московская обл.,г. Мытищи, Олимпийский пр-т, 50;https://www.mcxac.ru/upload/iblock/d2f/d2fbd5a927f6c65f653fa8b06b66035f.pdf;www.geomir.ru;helpdesk@geomir.ru;+7(495)788-85-90
Агроаналитика-IoT;Комплексная платформа управления агропредприятием.;SmartAgro;121205, г. Москва, Территория Сколково Инновационного центра, ул. Нобеля , д. 7;https://www.mcxac.ru/upload/iblock/358/358c7542b54d072a88ce95894f40b297.pdf;smartagro.ru;sales@smartagro.ru;+7(960)669-87-09
LoRaWAN;Система беспроводных технологий передачи данных.;Булат;121471, г. Москва,  ул. Рябиновая, д.26;https://www.mcxac.ru/upload/iblock/453/4536de112b516d341e5e098d8fce1b80.pdf;opk-bulat.ru;info@opk-bulat.ru;+ 7(495)870-30-44
